Step	Time	Epot	Ekin	Etot	T
436	4.360000	-13.568035	6047.393688	6033.825653	0.999957
437	4.370000	-13.825900	6047.629676	6033.803776	1.000021
438	4.380000	-13.784503	6047.561118	6033.776615	1.000039
439	4.390000	-13.400296	6047.181782	6033.781486	1.000000
440	4.400000	-12.769647	6046.622643	6033.852997	0.999912
441	4.410000	-12.180029	6046.172650	6033.992621	0.999812
442	4.420000	-11.998386	6046.144966	6034.146580	0.999760
443	4.430000	-12.346181	6046.596723	6034.250542	0.999800
444	4.440000	-12.984238	6047.269257	6034.285019	0.999908
445	4.450000	-13.594299	6047.855922	6034.261623	1.000026
446	4.460000	-14.020481	6048.218342	6034.197861	1.000110
447	4.470000	-14.261227	6048.372717	6034.111490	1.000152
448	4.480000	-14.373737	6048.390950	6034.017213	1.000164
449	4.490000	-14.415840	6048.339893	6033.924053	1.000159
450	4.500000	-14.426776	6048.264099	6033.837322	1.000147
451	4.510000	-14.430528	6048.188086	6033.757558	1.000133
452	4.520000	-14.438264	6048.123510	6033.685245	1.000120
453	4.530000	-14.456587	6048.075256	6033.618669	1.000110
454	4.540000	-14.490717	6048.046567	6033.555850	1.000104
455	4.550000	-14.544834	6048.039887	6033.495053	1.000100
456	4.560000	-14.619607	6048.052615	6033.433009	1.000101
457	4.570000	-14.707881	6048.075507	6033.367627	1.000105
458	4.580000	-14.789839	6048.087455	6033.297616	1.000109
459	4.590000	-14.824102	6048.051115	6033.227013	1.000109
460	4.600000	-14.757937	6047.922006	6033.164069	1.000097
461	4.610000	-14.548866	6047.672330	6033.123464	1.000066
462	4.620000	-14.202851	6047.324772	6033.121920	1.000012
463	4.630000	-13.814176	6046.979669	6033.165493	0.999948
464	4.640000	-13.549109	6046.787489	6033.238379	0.999895
465	4.650000	-13.542811	6046.852922	6033.310111	0.999881
